City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Koulikoro,ML,14.0,-7.75,81.63,72,100,7.18,overcast clouds
347,Tautira,PF,-17.7333,-149.15,76.44,81,92,20.18,light rain
348,Baiquan,CN,47.5833,126.0833,64.06,61,100,9.08,moderate rain
349,Eureka,US,40.8021,-124.1637,59.94,89,67,8.01,broken clouds
350,Cherskiy,RU,68.75,161.3,52.99,53,100,9.44,overcast clouds
351,Mantua,IT,45.1667,10.7833,75.81,79,90,5.01,overcast clouds
352,Yelnya,RU,54.5786,33.1837,70.75,64,11,6.85,few clouds
353,Takoradi,GH,4.8845,-1.7554,78.53,70,68,15.48,broken clouds
354,Port Blair,IN,11.6667,92.75,81.46,83,87,17.72,overcast clouds
355,Mackay,AU,-21.15,149.2,52.68,85,0,3.91,clear sky
356,Kudahuvadhoo,MV,2.6708,72.8944,82.17,73,62,4.12,light rain
357,Khatanga,RU,71.9667,102.5,39.65,75,73,7.74,broken clouds
358,Ruteng,ID,-8.6136,120.4721,57.02,86,72,1.57,broken clouds
359,Lewiston,US,44.1003,-70.2148,67.32,85,100,11.5,overcast clouds
360,North Ogden,US,41.3072,-111.9602,90.9,28,0,5.01,clear sky
361,Bandarbeyla,SO,9.4942,50.8122,76.91,81,39,30.13,scattered clouds
362,Itaituba,BR,-4.2761,-55.9836,93.36,49,20,9.22,few clouds
363,Zhangjiakou,CN,40.81,114.8794,68.56,94,58,3.65,broken clouds
364,Iwaki,JP,37.05,140.8833,75.78,72,0,10.16,clear sky
365,Ouesso,CG,1.6136,16.0517,72.01,89,100,1.99,overcast clouds
366,Natchez,US,31.5604,-91.4032,87.96,56,60,3.51,broken clouds
367,Jacareacanga,BR,-6.2222,-57.7528,102.74,21,1,3.33,clear sky
368,Chimbote,PE,-9.0853,-78.5783,66.58,69,88,11.27,overcast clouds
369,Toora-Khem,RU,52.4675,96.11,41.68,92,95,2.46,overcast clouds
370,Flinders,AU,-34.5833,150.8552,63.37,73,98,1.99,overcast clouds
371,Ouallam,NE,14.3188,2.0866,93.88,40,15,9.62,few clouds
372,Masvingo,ZW,-20.0637,30.8277,73.29,17,5,3.29,clear sky
373,Half Moon Bay,US,37.4636,-122.4286,74.1,86,75,0.0,broken clouds
374,Cacoal,BR,-11.4386,-61.4472,95.56,32,34,4.99,scattered clouds
375,Mandalgovi,MN,45.7625,106.2708,55.87,74,0,8.14,clear sky
376,Sorland,NO,67.667,12.6934,55.26,77,100,17.09,overcast clouds
377,Rocha,UY,-34.4833,-54.3333,49.95,58,12,19.71,few clouds
378,Dawson Creek,CA,55.7666,-120.2362,67.64,64,0,2.3,clear sky
379,Clyde River,CA,70.4692,-68.5914,44.83,87,75,5.75,broken clouds
380,Bata,GQ,1.8639,9.7658,76.64,85,100,10.83,light rain
381,Ancud,CL,-41.8697,-73.8203,49.23,92,100,11.88,light rain
382,Vilhena,BR,-12.7406,-60.1458,88.02,51,20,14.97,smoke
383,San Pedro,PH,14.35,121.0167,79.36,93,20,1.14,few clouds
384,Anloga,GH,5.7947,0.8973,75.45,82,88,15.28,overcast clouds
385,Nizhniy Baskunchak,RU,48.2198,46.8311,88.79,19,100,16.33,overcast clouds
386,Robertsport,LR,6.7533,-11.3686,78.26,76,42,13.0,scattered clouds
387,Buncrana,IE,55.1333,-7.45,64.17,66,67,16.6,broken clouds
388,Aguada De Pasajeros,CU,22.385,-80.8508,93.81,45,12,4.7,few clouds
389,San Quintin,MX,30.4833,-115.95,73.62,78,99,8.77,overcast clouds
390,Rio Gallegos,AR,-51.6226,-69.2181,46.45,46,0,21.85,clear sky
391,Huarmey,PE,-10.0681,-78.1522,66.67,69,91,11.01,overcast clouds
392,Benoy,TD,8.9833,16.3199,73.26,90,99,5.08,overcast clouds
393,Gushikawa,JP,26.3544,127.8686,83.62,79,54,14.56,broken clouds
394,Xining,CN,36.6167,101.7667,58.89,74,100,1.25,overcast clouds
395,Nemuro,JP,43.3236,145.575,62.38,95,100,27.63,overcast clouds
396,Togur,RU,58.3631,82.8265,52.59,83,100,6.85,overcast clouds
397,Buala,SB,-8.145,159.5921,78.75,79,65,7.36,broken clouds
398,Balabac,PH,7.9868,117.0645,81.9,76,100,7.07,overcast clouds
399,Espumoso,BR,-28.7247,-52.8497,54.32,60,62,14.61,broken clouds
400,Coihaique,CL,-45.5752,-72.0662,49.95,62,75,2.3,broken clouds
401,Ixtapa,MX,20.7,-105.2,85.23,70,100,3.0,overcast clouds
402,Urengoy,RU,65.9667,78.3667,50.61,82,100,12.66,overcast clouds
403,Vestmannaeyjar,IS,63.4427,-20.2734,50.99,87,100,6.91,overcast clouds
404,Mehran,IR,33.1222,46.1646,105.21,6,1,16.84,clear sky
405,Berlevag,NO,70.8578,29.0864,53.6,62,34,10.36,scattered clouds
406,Mosquera,CO,4.7059,-74.2302,66.29,39,40,9.22,scattered clouds
407,Obo,CF,5.3998,26.4869,69.21,91,59,3.83,broken clouds
408,Walvis Bay,NA,-22.9575,14.5053,57.36,75,72,22.73,broken clouds
409,Haverhill,US,42.7762,-71.0773,80.24,62,100,8.01,overcast clouds
410,Ca Mau,VN,9.1769,105.15,79.92,82,99,4.25,overcast clouds
411,Tucurui,BR,-3.7661,-49.6725,96.58,29,0,4.59,clear sky
412,Nurota,UZ,40.5614,65.6886,77.85,14,0,15.99,clear sky
413,Srednekolymsk,RU,67.45,153.6833,50.67,77,78,8.48,broken clouds
414,Lira,UG,2.235,32.9097,64.08,95,51,4.5,moderate rain
415,Kupang,ID,-10.1667,123.5833,71.58,69,39,8.59,scattered clouds
416,Shumskiy,RU,54.8318,99.1328,43.14,93,83,4.14,broken clouds
417,College,US,64.8569,-147.8028,57.07,80,92,6.44,overcast clouds
418,Dhidhdhoo,MV,6.8833,73.1,81.63,75,69,7.07,broken clouds
419,Miramar,US,25.9873,-80.2323,96.03,63,19,1.01,few clouds
420,Sal,JO,32.5694,35.9119,78.42,41,0,9.4,clear sky
421,Aksu,CN,41.1231,80.2644,75.61,50,54,4.18,broken clouds
422,Konya,TR,38.1667,32.5,80.33,26,57,14.58,broken clouds
423,Dingle,PH,10.9995,122.6711,75.78,90,100,1.92,overcast clouds
424,Fort Smith,US,35.3859,-94.3986,82.35,62,70,8.01,broken clouds
425,Fengzhen,CN,40.4394,113.1536,66.47,87,6,4.94,clear sky
426,Pacific Grove,US,36.6177,-121.9166,62.71,93,75,5.99,haze
427,Bengkulu,ID,-3.8004,102.2655,75.36,89,72,5.32,broken clouds
428,Beringovskiy,RU,63.05,179.3167,45.95,72,46,13.58,scattered clouds
429,Mirandela,PT,41.4874,-7.187,88.3,22,2,1.92,clear sky
430,Nouakchott,MR,18.0858,-15.9785,85.93,83,100,15.35,overcast clouds
431,Manado,ID,1.487,124.8455,72.37,100,40,1.14,scattered clouds
432,Tsogni,GA,-2.7942,10.0988,73.71,79,63,8.72,broken clouds
433,Sembakung,ID,3.8167,117.25,73.53,99,96,0.25,overcast clouds
434,Lompoc,US,34.6391,-120.4579,68.85,87,20,5.75,few clouds
435,Puerto Escondido,MX,15.85,-97.0667,85.68,68,100,4.65,overcast clouds
436,Libertador General San Martin,AR,-23.8064,-64.7876,65.97,22,0,3.96,clear sky
437,Nyurba,RU,63.2842,118.3319,46.9,98,42,3.83,scattered clouds
438,Stanghelle,NO,60.5528,5.7357,61.84,78,100,5.61,overcast clouds
439,Port Hawkesbury,CA,45.6169,-61.3485,74.89,81,100,9.22,overcast clouds
440,Zhicheng,CN,30.2956,111.5047,87.51,56,78,6.06,broken clouds
441,Scranton,US,41.409,-75.6624,81.91,55,54,5.99,broken clouds
442,Inuvik,CA,68.3499,-133.7218,47.26,96,100,17.27,moderate rain
443,Aklavik,CA,68.2191,-135.0107,48.2,87,100,10.36,overcast clouds
444,Nikel,RU,69.4128,30.222,53.78,65,59,4.74,broken clouds
445,Yuza,JP,39.0,139.9167,71.1,88,98,10.67,overcast clouds
446,Te Anau,NZ,-45.4167,167.7167,44.46,93,41,2.91,scattered clouds
447,Jardim,BR,-21.4803,-56.1381,61.52,91,100,15.57,light rain
448,San Lorenzo,PY,-25.3333,-57.5333,65.34,36,0,24.16,clear sky
449,Boone,US,39.0334,-92.3335,82.8,55,10,1.01,clear sky
450,Luoyang,CN,34.6836,112.4536,84.51,75,100,10.16,moderate rain
451,Banjarmasin,ID,-3.3244,114.591,77.14,90,19,3.96,few clouds
452,Mulege,MX,26.8833,-111.9833,88.93,52,66,2.8,broken clouds
453,Broager,DK,54.8874,9.681,76.66,75,40,10.36,scattered clouds
454,Ban Nahin,LA,18.2418,104.2122,77.27,94,57,2.51,broken clouds
455,Magway,MM,20.15,94.9167,76.95,90,72,12.19,broken clouds
456,Suntar,RU,62.1444,117.6319,46.62,98,50,5.55,scattered clouds
457,Thanh Hoa,VN,19.8,105.7667,78.51,91,5,3.09,clear sky
458,Huanuco,PE,-9.9329,-76.2415,78.24,46,33,8.52,scattered clouds
459,Mlonggo,ID,-6.5333,110.7,78.55,77,2,6.91,clear sky
460,Himatnagar,IN,23.6,72.95,78.87,87,2,6.42,clear sky
461,Mizdah,LY,31.4451,12.9801,102.36,11,34,11.18,scattered clouds
462,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,38,0,19.57,clear sky
463,Valparaiso,CL,-33.0393,-71.6273,66.43,41,0,18.41,clear sky
464,Noumea,NC,-22.2763,166.4572,64.99,99,61,3.89,broken clouds
465,Ilhabela,BR,-23.7781,-45.3581,84.38,46,71,5.77,broken clouds
466,Inowroclaw,PL,52.7989,18.2639,85.62,47,63,8.01,broken clouds
467,San Rafael,AR,-34.6177,-68.3301,56.21,18,0,9.44,clear sky
468,Havre-Saint-Pierre,CA,50.2334,-63.5986,61.16,94,100,17.27,overcast clouds
469,Keti Bandar,PK,24.1447,67.4497,81.64,90,100,13.49,overcast clouds
470,Alihe,CN,50.5667,123.7167,57.51,56,100,2.46,overcast clouds
471,Nawa,IN,27.0167,75.0,79.99,81,7,7.07,clear sky
472,Atar,MR,20.5169,-13.0499,90.37,49,92,8.19,light rain
473,Usinsk,RU,65.9939,57.5281,59.27,67,99,12.44,overcast clouds
474,Mahanoro,MG,-19.9,48.8,69.1,85,0,9.1,clear sky
475,Okhotsk,RU,59.3833,143.3,54.73,95,100,39.8,light rain
476,North Bend,US,43.4065,-124.2243,63.16,100,65,3.24,broken clouds
477,Middlebury,US,44.0153,-73.1673,73.71,72,0,0.0,clear sky
478,Tuatapere,NZ,-46.1333,167.6833,46.15,96,31,4.72,scattered clouds
479,Maniitsoq,GL,65.4167,-52.9,43.5,79,11,12.03,few clouds
480,General Roca,AR,-39.0333,-67.5833,55.62,36,2,19.15,clear sky
481,Leshukonskoye,RU,64.8989,45.7622,71.37,60,31,4.9,scattered clouds
482,Nikolayevsk-Na-Amure,RU,53.1406,140.73,66.45,84,100,6.15,light rain
483,Nalut,LY,30.3333,10.85,104.65,10,73,4.18,broken clouds
484,Ambon,ID,-3.6954,128.1814,78.94,78,40,5.75,scattered clouds
485,Sturgeon Bay,US,44.8342,-87.377,78.76,61,59,12.53,broken clouds
486,Namibe,AO,-15.1961,12.1522,62.85,83,16,7.67,few clouds
487,Kensington,AU,-33.9167,151.2167,59.77,72,0,8.05,clear sky
488,Nizwa,OM,22.9333,57.5333,98.15,25,99,3.51,overcast clouds
489,Same,TZ,-4.0667,37.7333,71.6,56,87,7.23,overcast clouds
490,Tomatlan,MX,19.9333,-105.25,87.8,59,83,2.71,broken clouds
491,Damietta,EG,31.4165,31.8133,85.89,71,0,12.93,clear sky
492,Wuwei,CN,37.9281,102.6414,68.09,55,100,6.67,overcast clouds
493,Severobaykalsk,RU,55.65,109.3167,47.08,83,100,3.71,overcast clouds
494,Tazovskiy,RU,67.4667,78.7,45.97,86,97,14.9,overcast clouds
495,Athabasca,CA,54.7169,-113.2854,70.21,54,2,5.99,clear sky
496,Visby,SE,57.6409,18.296,78.06,69,0,10.36,clear sky
497,Chisindia,RO,46.2833,22.1,81.46,47,0,5.06,clear sky
498,Road Town,VG,18.4167,-64.6167,87.84,70,40,10.36,scattered clouds
499,Cockburn Town,TC,21.4612,-71.1419,82.94,79,63,14.94,broken clouds
500,Lashio,MM,22.9333,97.75,68.83,98,23,1.25,few clouds
501,Dargaville,NZ,-35.9333,173.8833,62.78,94,100,15.75,light rain
502,Kavieng,PG,-2.5744,150.7967,81.1,79,28,12.46,light rain
503,Songjianghe,CN,42.1859,127.479,63.27,78,93,4.81,overcast clouds
504,Gambo,CF,4.6482,22.2633,71.29,91,100,3.27,overcast clouds
505,Najran,SA,17.4924,44.1277,93.85,34,94,7.05,light rain
506,Saint-Pierre,RE,-21.3393,55.4781,71.29,77,75,2.3,broken clouds
507,Kalaleh,IR,37.3807,55.4916,89.96,45,40,4.61,scattered clouds
508,Batagay,RU,67.6333,134.6333,53.76,93,99,2.62,light rain
509,Requena,ES,39.4883,-1.1004,77.52,27,33,9.55,scattered clouds
510,Slave Lake,CA,55.2834,-114.769,64.38,82,0,3.44,clear sky
511,Bafq,IR,31.6128,55.4107,85.5,9,0,8.77,clear sky
512,Fare,PF,-16.7,-151.0167,77.88,75,92,20.29,overcast clouds
513,Okha,RU,53.5739,142.9478,62.74,87,71,11.7,broken clouds
514,Lamu,KE,-2.2717,40.902,74.34,82,63,14.36,broken clouds
515,Liverpool,GB,53.4106,-2.9779,69.62,82,75,13.8,light rain
516,Norman Wells,CA,65.282,-126.8329,68.04,52,40,0.0,scattered clouds
517,Severodvinsk,RU,64.5635,39.8302,77.11,58,85,8.16,overcast clouds
518,Villa Bruzual,VE,9.3328,-69.1208,89.56,53,0,2.66,clear sky
519,Port Lincoln,AU,-34.7333,135.8667,51.42,72,11,12.39,few clouds
520,Erdenet,MN,49.0333,104.0833,43.99,90,31,4.21,scattered clouds
521,La Colorada,PA,8.0167,-80.9833,86.43,64,87,3.49,overcast clouds
522,Timizart,DZ,36.8,4.2667,79.2,58,0,6.69,clear sky
523,Jacqueville,CI,5.2052,-4.4146,74.66,82,66,11.45,broken clouds
524,Pedernales,DO,18.0384,-71.744,85.26,69,15,5.99,few clouds
525,Nanakuli,US,21.3906,-158.1547,78.75,77,16,6.93,few clouds
526,Cairns,AU,-16.9167,145.7667,60.06,92,9,1.14,clear sky
527,Gamba,GA,-2.65,10.0,74.34,79,40,9.6,scattered clouds
528,Calabozo,VE,8.9242,-67.4293,91.67,47,3,3.51,clear sky
529,Bom Jesus,BR,-9.0744,-44.3586,96.96,18,0,5.82,clear sky
530,Pathein,MM,16.7833,94.7333,77.05,93,100,5.73,overcast clouds
531,Tarauaca,BR,-8.1614,-70.7656,95.74,37,11,5.21,few clouds
532,Watertown,US,42.3709,-71.1828,82.6,46,99,13.0,overcast clouds
533,Havoysund,NO,70.9963,24.6622,53.83,70,38,4.54,scattered clouds
534,Stornoway,GB,58.2093,-6.3865,59.04,75,40,18.41,scattered clouds
535,Shelburne,CA,44.0787,-80.2041,82.76,44,100,5.23,overcast clouds
536,Gamboma,CG,-1.8764,15.8644,81.32,57,81,6.08,broken clouds
537,Coruripe,BR,-10.1256,-36.1756,76.51,70,56,12.46,broken clouds
538,Agucadoura,PT,41.4318,-8.7804,86.31,62,8,21.18,clear sky
539,Progreso,MX,21.2833,-89.6667,78.91,59,84,9.1,broken clouds
540,Price,US,39.5994,-110.8107,80.11,19,78,5.08,broken clouds
541,Vangaindrano,MG,-23.35,47.6,69.01,87,1,10.47,clear sky
542,Kalmunai,LK,7.4167,81.8167,80.19,77,99,6.49,overcast clouds
543,Fagernes,NO,60.9858,9.2324,58.91,97,100,4.97,moderate rain
544,Southbridge,US,42.0751,-72.0334,82.06,59,71,3.0,broken clouds
545,Pochutla,MX,15.7432,-96.4661,86.83,58,100,4.14,overcast clouds
546,Samana,DO,19.2056,-69.3369,84.42,74,40,9.22,scattered clouds
547,Denpasar,ID,-8.65,115.2167,78.46,83,40,16.11,scattered clouds
548,Hambantota,LK,6.1241,81.1185,79.0,81,94,17.94,overcast clouds
549,Victor Harbor,AU,-35.5667,138.6167,48.99,83,3,10.89,clear sky
550,Khani,GE,41.9563,42.9566,71.17,96,10,1.83,clear sky
551,Serebryansk,KZ,49.6925,83.2892,47.66,68,100,5.39,overcast clouds
552,Lesnoye,RU,58.2841,35.5158,72.32,60,7,4.29,clear sky
553,Santiago De Compostela,ES,42.8805,-8.5457,76.35,60,0,13.8,clear sky
554,Ketchikan,US,55.3422,-131.6461,57.18,88,51,3.83,broken clouds
555,Tucuman,AR,-26.8241,-65.2226,60.8,17,0,4.61,clear sky
556,Hami,CN,42.8,93.45,75.88,26,2,3.62,clear sky
557,Leh,IN,34.1667,77.5833,70.16,32,10,4.92,clear sky
558,Jasper,US,37.2001,-94.3502,84.67,54,2,1.01,clear sky
559,Palmer,US,42.1584,-72.3287,82.51,53,88,1.99,overcast clouds
560,Sao Felix Do Xingu,BR,-6.6447,-51.995,100.02,19,0,3.71,clear sky
561,Lavrentiya,RU,65.5833,-171.0,39.96,86,100,8.86,overcast clouds
562,Alofi,NU,-19.0595,-169.9187,67.89,73,38,16.11,scattered clouds
563,Qostanay,KZ,53.1667,63.5833,53.89,50,0,11.18,clear sky
564,Longkou,CN,37.6508,120.3286,78.28,79,100,21.45,overcast clouds
565,Biu,NG,10.6129,12.1946,69.66,88,97,4.59,overcast clouds
566,Tigil,RU,57.8,158.6667,47.75,96,97,1.19,overcast clouds
567,Currais Novos,BR,-6.2608,-36.5178,82.02,53,44,18.3,scattered clouds
568,Mahajanga,MG,-15.7167,46.3167,75.22,73,0,6.91,clear sky
569,Tessalit,ML,20.1986,1.0114,100.42,23,7,9.37,clear sky
570,Yining,CN,29.0361,114.5636,82.24,69,88,1.5,overcast clouds
571,Bolgar,RU,54.95,49.0667,68.36,57,100,16.51,overcast clouds
572,Dire Dawa,ET,9.5931,41.8661,74.48,59,52,14.52,light rain
573,Sherlovaya Gora,RU,50.5667,116.25,47.48,55,43,1.48,scattered clouds
574,Stege,DK,54.987,12.2846,80.06,85,63,10.07,broken clouds
575,Aiquile,BO,-18.2041,-65.1807,71.37,18,4,6.62,clear sky
576,Otane,NZ,-39.8833,176.6333,67.01,68,100,9.06,overcast clouds
577,Cabedelo,BR,-6.9811,-34.8339,81.27,67,48,18.81,scattered clouds
578,Mascote,BR,-15.5631,-39.3025,82.26,39,42,6.6,scattered clouds
579,Rawson,AR,-43.3002,-65.1023,52.21,40,5,18.48,clear sky
580,Avera,US,33.194,-82.5271,81.91,59,95,3.53,overcast clouds
581,San Vicente De Canete,PE,-13.0751,-76.3835,66.25,67,46,6.62,scattered clouds
582,Kysyl-Syr,RU,63.8986,122.7617,48.81,96,100,0.43,overcast clouds
583,Kaspiyskiy,RU,45.3929,47.3707,80.49,53,7,17.92,clear sky
584,Kamaishi,JP,39.2667,141.8833,67.93,89,75,5.61,broken clouds
585,Margate,GB,51.3813,1.3862,77.88,63,50,4.0,scattered clouds
586,Mirnyy,RU,62.5353,113.9611,51.24,100,100,4.0,overcast clouds
587,Hobyo,SO,5.3505,48.5268,76.84,83,83,26.02,broken clouds
588,Fort Payne,US,34.4442,-85.7197,85.42,60,39,5.75,scattered clouds
589,Benemerito De Las Americas,MX,16.5167,-90.6439,82.42,66,95,2.73,overcast clouds
590,Isiro,CD,2.7739,27.616,67.44,95,100,2.71,light rain
591,Quelimane,MZ,-17.8786,36.8883,78.75,73,0,9.22,clear sky
592,Paciran,ID,-6.8767,112.3761,78.35,83,5,6.02,clear sky
593,Maryborough,AU,-25.5333,152.7,50.5,75,0,3.58,clear sky
594,Nachingwea,TZ,-10.3833,38.7667,72.37,70,29,10.11,scattered clouds
595,Coahuayana,MX,18.7333,-103.6833,90.0,57,89,2.98,overcast clouds
596,Serebryanyy Bor,RU,56.8,124.8,41.76,95,11,0.92,few clouds
597,West Bay,KY,19.3667,-81.4167,90.07,75,20,8.05,few clouds
598,Mana,GF,5.6592,-53.7767,83.19,79,27,10.16,scattered clouds
599,Vierzon,FR,47.2101,2.0625,83.86,33,56,5.1,broken clouds
600,Sungaipenuh,ID,-2.0833,101.3833,63.59,96,35,4.05,scattered clouds
601,Husavik,IS,66.0449,-17.3389,55.51,66,81,5.57,broken clouds
602,Richards Bay,ZA,-28.783,32.0377,66.13,66,33,8.61,scattered clouds
603,Samdrup Jongkhar,BT,26.9167,91.6167,74.16,87,70,4.59,broken clouds
604,Camalu,MX,30.85,-116.0667,74.52,76,96,6.58,overcast clouds
605,Guiratinga,BR,-16.3494,-53.7583,97.56,17,28,10.94,scattered clouds
606,Khorramshahr,IR,30.4397,48.1664,102.15,41,40,6.91,haze
607,Wagar,SD,16.1525,36.2032,90.72,46,92,5.14,overcast clouds
608,Ondjiva,AO,-17.0667,15.7333,73.81,12,10,3.94,clear sky
609,Praya,CV,14.9215,-23.5087,86.54,58,20,17.27,few clouds
610,Burgess Hill,GB,50.9584,-0.1329,78.12,73,0,17.27,clear sky
611,Altamira,BR,-3.2033,-52.2064,89.69,70,20,5.75,few clouds
612,Almenara,BR,-16.1836,-40.6944,85.78,30,49,5.82,light rain
613,Monrovia,LR,6.3005,-10.7969,82.17,74,47,11.7,scattered clouds
614,San-Pedro,CI,4.7485,-6.6363,77.05,70,35,9.33,scattered clouds
615,Lakatoro,VU,-16.0999,167.4164,75.87,86,46,9.73,scattered clouds
616,Dois Vizinhos,BR,-25.7336,-53.0572,53.62,89,100,8.37,overcast clouds
617,Hovd,MN,48.0056,91.6419,57.99,19,90,5.61,overcast clouds
618,Rudnyy,KZ,52.9594,63.1206,53.83,54,32,7.85,scattered clouds
619,Santo Antonio Do Sudoeste,BR,-26.0736,-53.7253,58.05,60,100,9.19,overcast clouds
620,Languyan,PH,5.2618,120.0807,79.03,84,100,5.84,overcast clouds
621,Dalbandin,PK,28.8947,64.4101,94.14,17,92,3.71,overcast clouds
622,Qom,IR,34.6401,50.8764,90.95,10,0,10.65,clear sky
623,Jumla,NP,29.2747,82.1838,64.69,96,86,0.51,overcast clouds
624,Basna,IN,21.2833,82.8167,78.64,86,100,7.85,light rain
625,Toda,JP,35.8094,139.6925,83.05,54,0,1.01,clear sky
626,Soverato,IT,38.685,16.5499,93.15,58,4,4.14,clear sky
627,Verkhnyaya Inta,RU,65.9811,60.3094,54.86,58,84,10.31,broken clouds
628,Yulara,AU,-25.2406,130.9889,48.45,61,5,13.0,clear sky
629,Pandan,PH,14.0453,124.1694,79.03,85,100,3.04,overcast clouds
630,Griffith,US,41.5284,-87.4237,82.15,55,40,3.44,scattered clouds
631,Mecca,SA,21.4267,39.8261,94.14,36,36,8.12,scattered clouds
632,Barra,BR,-11.0894,-43.1417,85.93,28,6,4.81,clear sky
633,Vanimo,PG,-2.6741,141.3028,76.68,90,97,3.87,overcast clouds
634,Kopong,BW,-24.4833,25.8833,68.29,17,42,12.66,scattered clouds
635,Dullewala,PK,31.8359,71.4362,89.51,62,97,3.49,overcast clouds
636,Bow Island,CA,49.8668,-111.3684,75.61,33,0,5.53,clear sky
637,Zhanaozen,KZ,43.3,52.8,84.63,13,0,14.54,clear sky
638,Monaragala,LK,6.8714,81.3487,76.33,84,100,7.05,overcast clouds
639,At-Bashi,KG,41.1702,75.8106,60.93,38,47,2.55,scattered clouds
640,Cislau,RO,45.25,26.3667,77.56,61,41,5.35,scattered clouds
641,San Jeronimo,PE,-11.9472,-75.2829,63.79,26,8,2.59,clear sky
642,Penzance,GB,50.1186,-5.5371,70.77,92,82,16.28,broken clouds
643,Roma,US,43.2128,-75.4557,77.72,76,100,5.99,overcast clouds
644,Witu,KE,-2.3889,40.4382,73.35,82,71,11.14,broken clouds
645,Cascavel,BR,-24.9558,-53.4553,52.84,95,100,13.65,light rain
646,Kungurtug,RU,50.5994,97.5228,39.45,84,48,2.33,scattered clouds
647,Portland,US,45.5234,-122.6762,84.87,64,99,1.99,overcast clouds
648,Batagay-Alyta,RU,67.8006,130.4114,50.04,80,85,5.12,overcast clouds
649,Glens Falls,US,43.3095,-73.644,79.11,63,100,4.0,overcast clouds
650,Ranfurly,NZ,-45.1333,170.1,42.1,94,52,4.94,broken clouds
651,Praia Da Vitoria,PT,38.7333,-27.0667,73.76,71,43,6.22,scattered clouds
652,Colares,PT,38.7992,-9.4469,87.1,41,0,14.97,clear sky
653,Korla,CN,41.7597,86.1469,77.95,35,1,4.14,clear sky
654,Talnakh,RU,69.4865,88.3972,45.21,64,0,12.35,clear sky
655,Dunedin,NZ,-45.8742,170.5036,49.33,91,39,10.4,scattered clouds
656,Cap-Aux-Meules,CA,47.3821,-61.8597,69.85,88,100,13.8,mist
657,Talcahuano,CL,-36.7167,-73.1167,51.42,62,3,10.2,clear sky
658,Beloha,MG,-25.1667,45.05,63.7,76,4,3.56,clear sky
659,Jalu,LY,29.0331,21.5482,95.5,17,0,8.46,clear sky
660,Siloam Springs,US,36.1881,-94.5405,81.25,62,37,6.69,scattered clouds
661,Tahe,CN,52.3333,124.7333,51.33,87,100,2.55,overcast clouds
662,Chincha Alta,PE,-13.4099,-76.1323,68.13,63,62,7.96,broken clouds
663,Hvolsvollur,IS,63.7533,-20.2243,50.67,79,100,10.16,overcast clouds
664,Wanning,CN,18.8003,110.3967,79.56,89,67,5.77,broken clouds
665,Gladstone,AU,-23.85,151.25,51.73,82,0,1.14,clear sky
666,Mwinilunga,ZM,-11.7358,24.4293,70.81,22,30,4.16,scattered clouds
667,Hildesheim,DE,52.1508,9.9511,80.15,62,98,5.37,light rain
668,Ipixuna,BR,-1.7625,-48.8043,93.45,39,12,2.84,few clouds
669,Haines Junction,CA,60.7522,-137.5108,50.97,84,100,4.65,overcast clouds
670,Aden,YE,12.7794,45.0367,88.21,62,94,6.46,overcast clouds
671,Besuki,ID,-7.7338,113.6979,78.39,78,11,3.65,few clouds
672,South Venice,US,27.0531,-82.4243,91.06,78,0,8.99,haze
673,Natal,BR,-5.795,-35.2094,86.22,58,40,21.85,scattered clouds
674,Dobson,US,36.3957,-80.7226,81.18,70,40,3.44,scattered clouds
675,Araouane,ML,18.9048,-3.5265,91.6,41,84,8.46,broken clouds
676,Japura,ID,-0.3167,102.35,74.25,95,9,2.59,clear sky
677,Luba,GQ,3.4568,8.5547,76.48,87,100,7.09,light rain
678,Dumai,ID,1.6833,101.45,74.89,95,73,2.15,broken clouds
679,Edea,CM,3.8,10.1333,75.63,91,98,4.54,light rain
680,Arlit,NE,18.7369,7.3853,105.21,7,0,15.19,clear sky
681,Doctor Arroyo,MX,23.6667,-100.1833,75.42,47,26,3.44,scattered clouds
682,Esmeraldas,BR,-19.7625,-44.3139,86.11,21,30,10.27,scattered clouds
683,Kawalu,ID,-7.3817,108.2082,71.78,97,99,0.78,overcast clouds
684,Navadwip,IN,23.4167,88.3667,89.4,58,100,0.96,moderate rain
